instruction,response,source,conversation_id,movie_title,genres
Il devrait s'en soucier. Ce n'est pas trop demander.,"Ouais, mais tu ne peux pas faire le shuffle avec une jambe. Toi et ta femme, dans votre temps libre, travaillez avec les moins fortunés. Maintenant je ne parle pas de vous et de ce que vous faites, mais certains gens qui courent toujours pour aider la victime, au fond, sont attirés par la douleur et la souffrance et l'amour pour être près de la mort.",cornell_movie_dialogs,conv_78415,to sleep with anger,drama
"C'est une catastrophe totale. À partir de ce moment, je suis entaillé, j'admets, je suis entaillé et planté les deux, les chiens de chasse m'ont entouré.","Pauvre petite, ne pleure pas, Rose. Je sais que tu te sens mal, mais ne pleure pas, chérie, personne n'est parfait. Qui est le père?",cornell_movie_dialogs,conv_66160,rambling rose,drama
"Tu trouves ça sympa, n'est-ce pas?","Pourquoi pas? C'est un bon agent de presse et un bon ami. En plus, nous avons partagé beaucoup de maux de tête.",qa_csv:dialogs_expanded.csv,qa_dialogs_expanded_128273,,
"Kevin... tu n'es pas ton père. Nous deux, nous ne sommes pas tes parents.","Je sais, Vick. Je ne suis pas encore prête.",cornell_movie_dialogs,conv_34182,american pie,"comedy, romance"
Je ne comprends toujours pas comment tu savais que Del disait la vérité.,"J'ai vu son âme Wesley. Il était face à face avec son Dieu, et personne ne se trouve dans cette situation. Mais votre acte de Geronimo m'a frappé, et j'ai abandonné mon instinct. Ne vous abandonnez jamais.",cornell_movie_dialogs,conv_21854,nurse betty,"comedy, crime, romance, thriller"
"Tant que tu vis dans cette maison, tu vis selon mes règles! Tu devrais sortir avec des gars du coin.","Oui! Aucune chance! Il n'y a personne dans cette ville qui fait quoi que ce soit de sa vie, sauf ce que son père a fait, ce qui n'est rien. Si je ne peux pas avoir plus de vie que ça, je préfère être mort!",cornell_movie_dialogs,conv_22077,an officer and a gentleman,"drama, romance"
Quelque chose de bon?,"Ça va? Bien sûr. Vous plaisantez? Je vais vous dire. Achetez-moi le déjeuner, mon ami, et je vous raconterai la meilleure histoire de Noël que vous ayez jamais entendue. Comment ça? Et je vous garantis que chaque mot est vrai.",cornell_movie_dialogs,conv_70450,smoke,"comedy, drama"
Ne t'inquiète pas. On prend juste un café. Nous serons anti-social.,Être amis?,cornell_movie_dialogs,conv_68210,say anything...,"comedy, drama, romance"
"Spanky va être énervé? Pauvre Spanky. Qu'est-ce que c'est? Quel genre de nom est Spanky? Vous êtes responsable de cette situation. Je te blâme pour tout. Si ce n'était pas pour toi, je serais à la maison en train de manger chaud.","Sans moi, tu te laverais sur la plage de Coney Island. ""J'ai besoin de tous mes pouces et doigts pour prier et faire le bien.",cornell_movie_dialogs,conv_17019,the life of david gale,"drama, crime, thriller"
C'est incroyable. Le reste de l'Europe est-il comme ça?,"Certains endroits, pas tous. Italie, par exemple, ils sont sérieux au sujet de leur nourriture. Mais essayez la Grande-Bretagne, n'importe où au Royaume-Uni, vous n'avez pas beaucoup plus de fantaisie qu'un œuf de bar frit. La nourriture n'est pas notre truc.",cornell_movie_dialogs,conv_66871,ronin,"action, crime, thriller"
Ils ne s'accrochent qu'à de vieux rêves et essaient de nous diviser dans l'ancienne voie. Mais la volonté a disparu... L'indépendance tombera comme une pomme mûre. La seule question est quand et comment.,Je dis quand maintenant -- et nous allons déterminer comment.,cornell_movie_dialogs,conv_50705,gandhi,"biography, drama, history"
"Ça semble trop beau pour être vrai, n'est-ce pas, M. Bernstein?",Rogers ne fait même pas semblant. Il n'a plus peur. Il est malade. Frank Norris m'a dit hier soir qu'il ne savait pas que Rogers était si inquiet depuis 25 ans.,cornell_movie_dialogs,conv_42422,citizen kane,"drama, mystery"
Le téléphone. Qu'avez-vous entendu au téléphone? Dites-moi. Mot pour mot.,Vous avez dit bonjour à Frank. Tu voulais parler à quelqu'un? Don et le petit Donny. Tu as dit que maman t'aime. et quelque chose à propos d'une Meadow Lane. Dans une heure. Je ne me souviens plus.,cornell_movie_dialogs,conv_38681,bloodmoon,"action, thriller"
Il a onze ans et il ressemble déjà à un jésuite. Un jésuite français.,"Je pense qu'il va venir me chercher. Non seulement parce que je sais qui il est, mais parce que je lui ai fait du mal. Mais je ne pense pas qu'il réessayera comme Lowe.",cornell_movie_dialogs,conv_69896,silver bullet,"adventure, drama, horror, mystery, thriller"
"Ça va, merci.",Qu'est-ce que tu fais?,cornell_movie_dialogs,conv_16800,life as a house,"drama, romance"
"Même pour te voir, déjeuner... en public?","On peut se voir, on peut même dîner... mais respectueusement, dans ma maison avec la photo de ma mère sur le mantel et ma soeur m'aidant à griller un gros steak pour trois!",cornell_movie_dialogs,conv_65873,psycho,"drama, horror, mystery, thriller, thriller"
Il a cassé 100. Il y en a 92. 17 avril. La Californie cet été. C'est bien qu'on me dise que surfer sera bon...,"L'homme de mars au Tennessee, renifle les pins... renifle cette chatte montante marchant sur la rivière. Qu'est-ce que tu as Taylor? Voyons 300 et quoi?",cornell_movie_dialogs,conv_64969,platoon,"action, drama, war"
Oh oui. Je crois qu'on va devoir les arrêter.,"Pardonnez-moi de le dire, principal Victoria, mais vos méthodes sont trop... On dit... doux? En tant que chef de la PTA, j'exerce mon droit en vertu de l'article 42 du code PTA.",cornell_movie_dialogs,conv_71309,south park: bigger longer & uncut,"animation, comedy, musical"
Je devrais peut-être fouiller dans les vêtements des autres pour de l'argent. C'est évidemment un succès pour vous.,Tu serais surpris de ce que tu trouves dans les poches des autres. Il faut les éviter. Je t'aurai à chaque fois.,cornell_movie_dialogs,conv_17005,the life of david gale,"drama, crime, thriller"
C'est priorite basse pour moi. Je veux un remboursement pour la commande ORD-511787.,Le remboursement arrive en general sur le moyen de paiement initial sous 5 a 10 jours ouvres.,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_54941,,
C'est vrai.,"Des trucs. Je ne pouvais jamais comprendre -- je ne pouvais jamais comprendre comment ils peuvent apprendre aux garçons à bombarder des villages avec du napalm -- et ne pas les laisser écrire le mot ""fuck"" sur leurs avions.",cornell_movie_dialogs,conv_35231,apocalypse now,"drama, war"
"Mon Dieu, ça va, Simone?","Merde... Je suis juste un peu fatiguée. Ecoute, Elaine, Viktor et moi -- c'est strictement une relation de travail. On ne pourrait jamais être autre chose. Nous sommes tellement... différents.",cornell_movie_dialogs,conv_25623,simone,"short, drama, horror, thriller"
Tous sauf... Comment ça va?,"Je sais pas, je n'ose pas aller là-dedans - juste pour la mettre sur écoute, et le putain de maire entre - fou d'enfer - qu'est-ce qu'on fout avec son équipe? Nous devrions être à la poursuite des principaux contrevenants..",cornell_movie_dialogs,conv_56341,jennifer eight,"thriller, mystery"
"Le moins qu'on puisse faire, c'est de l'emmener avec nous ce soir et de lui donner une dernière boucle avant qu'il ne purge sa peine.","Juste pour info, j'ai compris la dernière partie de ce que vous avez dit, mais pendant un moment, vous n'aviez aucun sens.",cornell_movie_dialogs,conv_6811,detroit rock city,"comedy, music"
Et alors?,Alors ferme-la et continue de peindre..,cornell_movie_dialogs,conv_36831,basquiat,"biography, drama"
"Ce damné Arnold est là, n'est-ce pas? Tu savais qu'il avait perdu tous ses vaisseaux? Outrageuse et totalement inacceptable.","Joseph, les Britanniques ont passé des milliers de livres et de mois précieux à constituer une flotte que Arnold a arrêtée en sacrifiant un tas de vieilles barges. À mon avis, il a sauvé mon armée.",cornell_movie_dialogs,conv_9505,george washington,drama
"Je ne sais pas... Je veux dire, je serai ici, euh, indéfiniment.","Rez. Ce sera vingt-cinq cinquante par semaine payable à l'avance. Le temps de départ est de douze points, mais vous pouvez oublier que vous êtes un rez. Si vous avez besoin de quoi que ce soit, composez zéro sur votre téléphone personnel et parlez-moi. Mon nom est Chet.",cornell_movie_dialogs,conv_36504,barton fink,"drama, mystery, thriller"
"Vous avez un meilleur plan, faites-le moi savoir.","Peut-être... peut-être si on leur échangeait l'or. Si nous le leur donnions, ils nous laisseraient vivre; ils ne nous tueraient pas.",cornell_movie_dialogs,conv_77347,three kings,"action, adventure, comedy, drama, war"
"Bonjour... C'est le consulat espagnol? Voici Do a Ignacio Fernandez. Mon mari et moi partons ce soir pour Berlin... C'est trop tard pour obtenir un visa cet après-midi? Merci, merci. Combien de temps ça prendra?","Je ne sais pas. Heureusement, elle a des fiançailles ce soir. Je vous rejoins à la gare. Bonjour... Oui? Quoi? Vous avez trouvé un sac à main? Vous avez trois semaines de retard!",cornell_movie_dialogs,conv_77663,trouble in paradise,"comedy, crime, romance"
Je ne suis pas prêt.,Voilà.,cornell_movie_dialogs,conv_50564,game 6,"comedy, drama, sport"
À quoi bon si elle a été effacée?,"C'est très bien -- parce que quand le bureau du procureur l'a vu, ils ont supposé que c'était la fin de la cassette, sinon ils l'auraient enterrée.",cornell_movie_dialogs,conv_39021,body of evidence,"drama, romance, thriller"
"Oh, non. Je n'irais pas...","Avec moi, tout va bien. Je vais t'embrasser et t'embrasser. Tu vois si je ne le fais pas. Maman, arrête. Tu vas devenir chatonné. Maman, écoute, je vais chanter ça comme si j'allais sur scène. Tu sais, avec cette émission. Je vais le chanter jazzy. Maintenant, prends ça...",cornell_movie_dialogs,conv_56306,the jazz singer,"drama, music, romance"
"Ça a l'air bien, mais tu penses qu'on peut être admissibles à une assurance? Ces compagnies d'assurance sont de vrais pirates en matière d'argent.","Eh bien, nous n ' avons aucune maladie ou condition préexistante, donc nous devrions aller bien.",dialog_csv:test.csv,dialog_test_224,,
"Ça n'a pas coulé dans sa tête à propos du Livre Noir et de ce que ça signifiait. Ne pas pouvoir entrer dans un casino est juste une chose, mais être dans ce livre a gravé votre nom dans le cerveau de chaque flic et agent du FBI dans l'état. Vous êtes sur la liste avec Al Capone. Mais Nicky s'en foutait.",Je dois faire quelque chose. Je dois faire quelque chose. Ils ne se débarrasseront pas de moi. Ils ne se débarrasseront pas de moi. Je reste ici. Allez les baiser. Allez les baiser.,cornell_movie_dialogs,conv_40728,casino,"biography, crime, drama"
"Depuis deux ans, j'ai suivi l'intérêt particulier des Mayflowers pour trois pièces Da Vinci. Leur réplique de Sforza était aussi fausse que la ""fuite de gaz"" qui l'aurait détruit.","Est-ce que tout le monde sait plus que moi? Bon sang, je suis juste un mec qui se trouve être bon dans les trucs de balayage... J'ai soulevé un morceau de réglisse quand j'avais un an et demi. Qui savait que ça mènerait... Ils ont même impliqué la CIA!",cornell_movie_dialogs,conv_54706,hudson hawk,"action, adventure, comedy, action, adventure, comedy, crime"
C'est pourquoi je déteste les experts.,Eddie... c'est une chose de comparer Clyde Gruner à Jésus Christ. C'est même normal de prétendre que Shu Kai Kim est juste un peu plus sainte que le Pape... tant que vous n'y croyez pas vraiment!,cornell_movie_dialogs,conv_31481,true believer,"drama, crime"
"Contexte: je suis etudiant. Coucou, Comment changer ma carte de paiement?",Le changement de cycle de facturation est possible depuis la page Facturation. Souhaitez-vous les etapes exactes a suivre maintenant?,qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_33427,,
Alors j'ai de bonnes nouvelles pour toi. On vient d'apprendre qu'il fera une apparition au Mall of America aujourd'hui. J'envoie Esther vous y rencontrer immédiatement.,"Bonne idée. Nous nous déguiserons en couple gentil pour passer inaperçu. Maintenant qu'il pense que je suis mort, ça devrait être un morceau de homentashen.",cornell_movie_dialogs,conv_76193,the hebrew hammer,comedy
"Elle s'en va dans une heure, donc je vais juste prendre un verre et... s'assurer qu'elle rentre en sécurité.",Vous plaisantez? Que fais-tu? Incroyable. On peut retourner à l'hôtel et se lever tôt et jouer neuf trous avant de rentrer chez nous?,cornell_movie_dialogs,conv_25320,sideways,"comedy, drama, romance"
Oui. Et je suis sérieux. Ne te fous pas de moi. Je vais me coucher avant de m'installer samedi. Vous me recevez?,"Bien sûr, mon grand. Comme tu voudras. C'est ta fête. Je suis désolé d'être sur le chemin et de vous traîner. Vous passeriez peut-être un meilleur moment tout seul. Prends la voiture. Je vais reprendre le train.",cornell_movie_dialogs,conv_25262,sideways,"comedy, drama, romance"
"Mon maître possède ces terres et votre père a reçu l'ordre de chasser les squatters anglais. Ils ont consenti à y aller. Alors maintenant, il ne les appelle plus ennemis.","Magua a pris la hache pour la colorer avec du sang. Il est encore lumineux. Seulement quand il est rouge, alors il sera enterré.",cornell_movie_dialogs,conv_57970,last of the mohicans,"action, adventure, war"
"On peut poursuivre le New York Times, faire une injonction...","Mais ce n'est pas, en bas de page, qui va changer un truc, John. La question est: comment visser Ellsberg si mal qu'il met la peur de Dieu dans tous les fuiteurs?",cornell_movie_dialogs,conv_21500,nixon,"biography, drama"
Pas avant quelques années.,J'aime les événements sportifs -- j'aime vraiment les regarder dans l'après-midi. Une des choses que j'aime dans ce pays. J'ai adoré le baseball depuis qu'Arnold Rothstein a fixé les World Series de 1919... J'ai entendu dire que tu avais des problèmes.,cornell_movie_dialogs,conv_51376,the godfather: part ii,"crime, drama, thriller"
Le conseil ne savait pas que vous étiez une taupe qui a enterré à l'intérieur pour nous enterrer tous.,"C'est le fantasme de M. Black? Un autre de ses putains? T'en as pas marre de ce connard qui traîne? Personne ne sait qui il est, mais une chose que tout le monde sait, il a d'une manière ou d'une autre ton oreille et y a versé du poison depuis.",cornell_movie_dialogs,conv_59983,meet joe black,"drama, fantasy, mystery, romance"
